date_time_utc,picked_up,pitched,call_end_result,City,Name,Address,Website,Phone,Email,Google Rating,Google Reviews,Yelp Rating,Yelp Reviews,FB Rating,FB Reviews,FB Likes,FB Checkins,FB Followers,Title,Description,Adwords,Facebook Ads,Twitter Ads,LinkedIn Ads,Bing Ads,Robot Config,SSL,WordPress,FB URL,Twitter URL,LinkedIn URL,YouTube URL,Instagram URL,Category,Search Type,Crawler Status,Founded,Company Type,Company Size,BBB Profile,State,Years in Business,First Name,Last Name,Contact Job Title,Revenue,Top Keywords
,,,,,Elements of Wellness,"300 N Washington St Ste 304C, Falls Church, VA 22046",http://www.fallschurchmassagetherapy.com,5712889443,novamyofascialrelease@gmail.com,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Massage Therapists,Health &amp; Fitness Program Consultants,Massage Services",yellowpages,1,,,,,,,,,,,
,,,,,Elm & Serenity Massage Studio,"1312 Vincent Pl McLean, VA 22101",http://www.elmandserenity.com,7035998031,admin@elmandserenity.com,,,5,43,,,,,,1,1,0,0,0,0,0,0,1,0,http://www.facebook.com/2008/fbml,https://twitter.com/elmandserenity,,,,"Massage Therapy,Reflexology,Reiki",yelp,1,,,,,,,,,,,
,,,,,Dolce Vita Salon &amp; Spa,"6829 Elm St, Mc Lean, VA 22101",http://www.dolcevitasalon.com,7038218600,info@dolcevitasalon.com,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/dolcevitasalonsandspa,https://twitter.com/DolceVitaSalon,,,https://www.instagram.com/dolcevitasalons/,"Massage Therapists,Beauty Salons,Nail Salons",yellowpages,1,,,Nov-50,,,,,,,,
,,,,,District Rolfing Structural Integration,"2604 Connecticut Ave NW Ste 300 Washington, DC 20008",http://www.dcrolfing.com,7038791647,districtrolfing@gmail.com,,,5,4,,,,,,1,1,0,0,0,0,0,1,0,0,,http://twitter.com/share?url=http://www.dcrolfing.com/2/post/2016/11/-ginger-h-0d-ago-i-am-a-50-yo-woman-who-has-been-very-athletic-all-my-life-until-my-health-detet.html,,https://www.youtube.com/watch?v=dlSQLUE4brQ&feature=share,,"Massage Therapy,Physical Therapy",yelp,1,,,,,,,,,,,
,,,,,Dana Durand Licensed Massage Therapist,"1125 Nelson St, Rockville, MD 20850",http://www.danadurand.com,2407533823,info@danadurand.com,"4,9",94,,,,,290,3,304,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/pages/Dana-Durand-Licensed-Massage-Therapist/164604133313,https://twitter.com/Dana_Durand,http://www.linkedin.com/pub/dana-durand/40/490/205,https://www.youtube.com/channel/UCLe5AAIvYm9PRei3RetNcCQ/,https://instagram.com/danadurandmassage?igshid=1o4h24wllr197,Massage Therapists,yellowpages,1,,,,,,,,,,,
,,,,,Crunch Fitness - Tysons Corner,"8371 Leesburg Pike, Vienna, VA 22182",http://www.crunch.com,7039405700,crunchms@crunch.com,"4,2",89,,,,,,,,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/crunch/,https://twitter.com/crunchgym/,,http://www.youtube.com/crunch,https://www.instagram.com/crunchgym/,"Massage Therapists,Health Clubs,Health &amp; Fitness Program Consultants",yellowpages,1,,Privately Held,"1,001-5,000",,,,,,,,
,,,,,Connie Calaway with Hands That Heal Massage Therapy,"10004 Montauk Ave, Bethesda, MD 20817",http://www.conniecalaway.com,2404768412,calawayconnie@gmail.com,5,21,,,,,123,,125,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/pages/Connie-Calaway-Massage-Therapist/158939860795518,https://twitter.com/ConnieCalaway,,,,Massage Therapists,yellowpages,1,,,,,,,,,,,
,,,,,Cole Stevens Salon - MD,"7751 Belle Point Dr, Greenbelt, MD 20770",http://www.colestevenssalon.com,3013450033,csinfo@colestevenssalon.com,"4,2",126,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/ColeStevensSalon,,https://www.linkedin.com/company/cole-stevens-salon,,https://www.instagram.com/colestevenssalon/,"Massage Therapists,Beauty Salons,Hair Weaving",yellowpages,1,,,10-Feb,,,,,,,,
,,,,,Classy Nails,"1355 Chain Bridge Rd, Mclean, VA 22101",http://www.classynails.net,7032880599,spa@classynails.net,"4,8",29,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Massage Therapists,Nail Salons,Day Spas",yellowpages,1,,,,,,,,,,,
,,,,,Circle Yoga Cooperative,"3838 Northampton St NW Washington, DC 20015",http://www.circleyoga.com,2026861104,info@circleyoga.com,5,30,"4,8",28,,,,,,1,1,1,0,0,0,0,1,1,1,,,,,,"Yoga,Massage,Pilates",yelp,1,2003,Partnership,Nov-50,,,,,,,,
,,,,,Experience Your Chi,"438 N Frederick Ave Ste 307 Gaithersburg, MD 20877",http://www.christinasarlo.com/,3013183245,,,,5,5,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Acupuncture,Massage Therapy,Reflexology",yelp,1,,,,,,,,,,,
,,,,,Cg Body Sculpting,"10312 Geranium Ave Adelphi, MD 20783",http://www.cgbodysculpting.com,3013465433,cgspace.esthetic@gmail.com,5,14,,,,,,,,1,0,0,0,0,0,0,1,1,0,https://www.facebook.com/CG.EstheticMD?mibextid=LQQJ4d,,,,https://www.instagram.com/cg_esthetic,"Body Contouring,Massage Therapy",yelp,1,,,,,,,,,,,
,,,,,Cahra Salon &amp; Spa,"5 Grand Corner Ave, Gaithersburg, MD 20878",http://www.cahrasalon.com,3019216655,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Beauty Salons,Aromatherapy",yellowpages,1,,,,,,,,,,,
,,,,,Body Glam Studio,"Silver Spring, MD 20901",http://www.bodyglamlux.com,2022940140,,,,5,1,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,"Massage,Skin Care,Body Contouring",yelp,1,,,,,,,,,,,
,,,,,Moon Therapy,"8453 Tyco Rd, Vienna, VA 22182",http://www.bmtherapyva.com/,7032880202,manager@bmtherapyva.com,"4,7",19,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,Massage Therapists,yellowpages,1,,,,,,,,,,,
,,,,,Bethesda Massage & Bodyworks,"4641 Montgomery Ave Ste 40 Bethesda, MD 20814",http://www.bethesdabodyworks.com,2408557165,,"4,6",94,"3,7",26,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/bethesdabodyworks,https://twitter.com/BethsdaBodywrks,,,https://www.instagram.com/bethesdabodyworksbyeleni/,"Massage,Reflexology,Massage Therapy",yelp,1,,,,,,,,,,,
,,,,,BellaEsthetic,"3720 Farragut Ave Ste 403 Kensington, MD 20895",http://www.Bellaesthetic.com/,3012387080,contact@bellaesthetic.com,,,"4,5",11,,,,,,0,0,0,0,0,0,0,1,1,1,https://www.facebook.com/bellaestheticspa,https://twitter.com/share?url=https://bellaesthetic.com/,https://www.linkedin.com/shareArticle?mini=true&url=https://bellaesthetic.com/,https://www.youtube.com/user/BellaestheticClinic,https://www.instagram.com/bellaesthetic_beauty/,"Medical Spas,Massage Therapy",yelp,0,,,,,,,,,,,
,,,,,Antonio Grandez Massage Therapy,"4709 Montgomery Ln, Bethesda, MD 20814",,2404818248,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,Aida Spa,"1309 King St, Alexandria, VA 22314",http://www.aidaspaoldtown.com,7035357875,aidaspaoldtown@gmail.com,,,,,,,365,88,380,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/aidaspaoldtown/,http://www.twitter.com/rockettheme,,,https://www.instagram.com/aida.spa.oldtown/,"Massage Therapists,Day Spas,Health Resorts",yellowpages,1,,,,,,,,,,,
,,,,,Advanced Health Center/Integrated Medicine,"46 S Glebe Rd, Arlington, VA 22204",http://www.advhealthctr.com,7035210644,drlou@advhealthctr.com,5,164,,,,,,,,1,1,0,0,0,0,0,0,1,0,http://www.facebook.com/2008/fbml,https://twitter.com/advhealthctr,,https://www.youtube.com/channel/UCdlw-evg0IzyEDeRA7Q9KXQ,https://www.instagram.com/advhealthva/?igshid=YmMyMTA2M2Y%3D,"Massage Therapists,Acupuncture,Physicians &amp; Surgeons, Internal Medicine",yellowpages,1,1990,Privately Held,Nov-50,,,,,,,,
,,,,,Advanced health center,"1534 Rockville Pike Rockville, MD 20852",http://www.advancedhealth.center,2403081666,micah@micahrich.com,"4,3",63,"3,9",59,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Massage,Reflexology",yelp,1,,,,,,,,,,,
,,,,,Vital Day Spa,"11402 Schuylkill Rd, Rockville, MD 20852",http://vitaldayspa.com,3017757481,veratsaguriya@gmail.com,5,5,5,7,,,54,4,53,1,1,0,0,0,0,0,1,1,0,http://www.facebook.com/vitaldayspa,,,,http://instagram.com/veratsaguriya,"Skin Care,Massage,Waxing",yelp,1,,,,,,,,,,,
,,,,,Expo Beauty Salon,"1301 N Quaker Ln, Alexandria, VA 22302",http://va.alexandria.salonspasource.com,7038208280,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,"Massage Therapists,Beauty Salons,Day Spas",yellowpages,1,,,,,,,,,,,
,,,,,Massage By Bo,"3103 S High St, Arlington, VA 22202",http://massagebybo.com,7039270437,,,,,,,,,,,1,1,0,0,0,0,0,1,0,0,,,,,,"Massage Therapists,Massage Services,Beauty Salons",yellowpages,1,,,,,,,,,,,
,,,,,At Ease Trager and Massage,"4201 Cathedral Ave NW Washington, DC 20016",http://lisabregman.amtamembers.com/,2026867202,lisabregman@yahoo.com,,,"4,7",3,,,,,,1,1,0,0,0,0,0,1,1,0,http://www.facebook.com/pages/Lisa-Bregman-Massage-Therapy/221443104568887,,,,,Massage Therapy,yelp,1,,,,,,,,,,,
,,,,,Lan Foot Spa,"11510F Rockville Pike Rockville, MD 20852",http://lanfootspa.com,3017701212,,"3,1",41,"3,5",76,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage,Day Spas",yelp,1,,,,,,,,,,,
,,,,,C L Therapeutic Message Inc,"8292 Old Courthouse Rd, Vienna, VA 22182",http://cltmassage.com,7039952220,contact@cltmassage.com,"4,4",33,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/CL-Therapeutic-Massage-944534775728865/,,,,https://www.instagram.com/cltherapeuticmassage/,Massage Therapists,yellowpages,1,,,,,,,,,,,
,,,,,"Forman, Carole","10200 Bentcross Dr, Potomac, MD 20854",http://caroleforman.com,3012990586,carolefor@msn.com,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,1,,,,,,,,,,,
,,,,,Capital Massage,"Bethesda, MD 20814",http://capitalmassagedmv.com,3014569917,capitalmassagedmv.com@contactprivacy.com,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,Massage,yelp,1,,,,,,,,,,,
,,,,,Brite Spa,"10119 Washington Blvd N # D, Laurel, MD 20723",http://britespamd.com,3017766349,,"3,4",7,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Services,yellowpages,1,,,,,,,,,,,
,,,,,Angel Nails,"1776 International Dr, Mc Lean, VA 22102",http://angelnailssalon.com,7037608888,angelnailssalon.com@privacy.above.com,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Massage Therapists,Nail Salons,Day Spas",yellowpages,1,,,10-Feb,,,,,,,,
,,,,,Massage Therapy - Silver Spring,"10770 Columbia Pike, Silver Spring, MD 20901",,2409407514,,5,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage therapist in the White Oak, Maryland",google-places,,,,,,,,,,,,
,,,,,Pain away,Serving theSilver Spring Area,,3015359198,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/Pain-Away-Massages-490127121409374,,,,,"Massage Therapists,Massage Services,Pain Management",yellowpages,,,,,,,,,,,,
,,,,,"Bodies and Backs, Therapeutic Massage Services","1329 Gresham Rd, Silver Spring, MD 20904",,3013858507,,"4,9",13,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage therapist in the Colesville, Maryland",google-places,,,,,,,,,,,,
,,,,,"Laura Lopez Rodri I, LMT","3701 Connecticut Ave NW, Washington, DC 20008",,2406014771,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Physical Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,Kate Ahmann Massage Therapy,"5225 Wisconsin Ave NW Ste 305 Washington, DC 20015",,2023656318,,,,5,2,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapy,yelp,,,,,,,,,,,,
,,,,,Transformation Therapy,"4328 Farragut St Hyattsville, MD 20781",,2028170999,,,,5,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapy,Body Contouring,Medical Spas",yelp,,,,,,,,,,,,
,,,,,Endo Massage,"6744 Old Mclean Village Dr, Mclean, VA 22101",,7032882886,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,"Yuliya Ivanilova, LMT","6017 Southport Dr, Bethesda, MD 20814",,2404985286,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,Nova S.I,"1481 Chain Bridge Rd, Mc Lean, VA 22101",,3343012710,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,Balance Point Studio,"1111 Spring St Ste 210, Silver Spring, MD 20910",,2406457786,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Health &amp; Fitness Program Consultants,Personal Fitness Trainers",yellowpages,,,,,,,,,,,,
,,,,,Daniel Bradley,"3220 17th St NW Ste 10, Washington, DC 20010",,2024361279,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,Essential Day Spa 2,"5331 Baltimore Ave Ste 106 Hyattsville, MD 20781",,3018870880,,,,"2,1",106,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage,Nail Salons",yelp,,,,,,,,,,,,
,,,,,Mobile Massage By Diane,"6728 Curran St, Mc Lean, VA 22101",,5402193150,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,"Hannah Rose Rosenstein, LMT","1731 Connecticut Ave NW, Washington, DC 20009",,2022514629,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Physical Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,Holistic Hearts,"1450 Mercantile Ln Ste 207c, Upper Marlboro, MD 20774",,2407580813,,"4,3",4,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,Monica Deshaun Hollins,"111 N Alfred St, Alexandria, VA 22314",,7035499940,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,Life Essence Massage,"7810 Contee Rd Apt 320, Laurel, MD 20707",,3012195144,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,Lavender Healing,"14502 Greenview Dr Ste 452 Laurel, MD 20708",,2404798526,,,,5,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapy,Reiki",yelp,,,,,,,,,,,,
,,,,,Laura Casperson Massage Therapy,"1424 Orren St NE, Washington, DC 20002",,2023445753,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Beauty Salons",yellowpages,,,,,,,,,,,,
,,,,,Feeling Fabulous Massage,"13 C St, Laurel, MD 20707",,3013439442,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Physical Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,Yana Massage & Bodywork,"7805 Old Georgetown Rd Bethesda, MD 20814",,2023525382,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapy,yelp,,,,,,,,,,,,
,,,,,Dream Wellness Center,"9723 Baltimore Ave Ste 4, College Park, MD 20740",,3016043050,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,Loosen Up,"17737 Larchmont Ter, Gaithersburg, MD 20877",,3019269733,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,"Simmons, Jasmine","4400 Stamp Rd, Temple Hills, MD 20748",,2028450786,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,Massage by Deja,"7635 S Arbory Ln, Laurel, MD 20707",,2402947452,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,Holland Establishment,"1300 Congress St SE, Washington, DC 20032",,2022901167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,Felicia Graham,"1414 Prince St, Alexandria, VA 22314",,9174787254,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,Palms Down Massage &amp; Bodywork,"450 W Broad St, Falls Church, VA 22046",,7034598108,,,276,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,"Larissa Irons, LMT","2841 Hartland Rd Ste 405, Falls Church, VA 22043",,2405351787,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Physical Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,Marvelous Bodyworkz Massage,"1001 M St NW, Washington, DC 20001",,4103826269,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Services,yellowpages,,,,,,,,,,,,
,,,,,A Lighter Touch,"7300 Pearl St, Bethesda, MD 20814",,3012157858,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,ZUFU POTOMAC BODY WORK,"10232a River Rd, Potomac, MD 20854",,3016336678,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,MBK Massage Studio,"1300 Mercantile Ln Ste 126j, Upper Marlboro, MD 20774",,3019389890,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,Ming Day Spa,"4161 Branch Ave, Temple Hills, MD 20748",,3014230999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Day Spas",yellowpages,,,,,,,,,,,,
,,,,,Papa's Peace Mobile Massage,"720 Avanti Pl, Hyattsville, MD 20785",,3013798776,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,Angel Nails Corp,"1915 Chain Bridge Rd, Mc Lean, VA 22102",,7035061664,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Nail Salons,Day Spas",yellowpages,,,,,,,,,,,,
,,,,,Holiday Massage,"878 Muddy Branch Rd, Gaithersburg, MD 20878",,3013308099,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,Massage Heights Vienna,"2674 Avenir Pl, Vienna, VA 22180",,7035201004,,"4,8",16,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,Green Health Massage,"1057 W Broad St, Falls Church, VA 22046",,7035330220,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Services,yellowpages,,,,,,,,,,,,
,,,,,Wellness Touch Wellness Touch,"4700 Stamp Rd Ste L, Temple Hills, MD 20748",,3013160110,,"4,8",4,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com,https://www.twitter.com,,,,"Beauty Salons,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,"DC Wellness, Beyond","1801 Columbia Rd NW Washington, DC 20009",,2027806694,,5,11,5,1,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Massage Therapy,Reflexology,Reiki",yelp,,,,,,,,,,,,
,,,,,Eleganttouchwithclass,"5300 Holmes Run Pkwy, Alexandria, VA 22304",,3059221797,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Services,yellowpages,,,,,,,,,,,,
,,,,,Nadia Faucher massage therapy,"402 Main St Ste 200a, Gaithersburg, MD 20878",,3016513877,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,Sensationstouch Massage Therapy,"College Park, MD 20740",,3018039134,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapy,yelp,,,,,,,,,,,,
,,,,,Choi Yang Therapeutic,"4810 Beauregard St, Alexandria, VA 22312",,7033336199,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Services,yellowpages,,,,,,,,,,,,
,,,,,A&M Gentlemen’s Salon & Lounge,"3328 Georgia Ave NW Washington, DC 20010",,2029219000,,,,4,2,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Nail Salons,Massage Therapy,Men's Hair Salons",yelp,,,,,,,,,,,,
,,,,,Falls Church Massage And Neuromuscular Therapy,"Mc Lean, VA 22101",,7038613045,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,Orchid Nails,"8423 Georgia Ave, Silver Spring, MD 20910",,3015652517,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Nail Salons,Day Spas",yellowpages,,,,,,,,,,,,
,,,,,M K Spa Salon,"5225 Wisconsin Ave NW, Washington, DC 20015",,2023627814,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Beauty Salons,Massage Services,Skin Care",yellowpages,,,,,,,,,,,,
,,,,,From Within Therapeutic Svc,"8100 Professional Pl, Hyattsville, MD 20785",,3015774440,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Services,yellowpages,,,,,,,,,,,,
,,,,,Massage Express,"7135 Wisconsin Ave, Bethesda, MD 20814",,3017181811,,"4,3",4,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,N B Enterprises Massage Therapy,"7100 Baltimore Ave College Park, MD 20740",,3017797000,,5,3,5,4,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage,yelp,,,,,,,,,,,,
,,,,,Thomas Roger Jordan,"4907 Niagara Rd Ste 102, College Park, MD 20740",,3014740067,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,"Tollis, Caitlin","1330 U St NW 3rd Fl, Washington, DC 20009",,2028885595,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,Maria Konstantopoulos,"Washington, DC 20016",,2022978811,,,,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Body Contouring,Eyelash Service,Massage Therapy",yelp,,,,,,,,,,,,
,,,,,Le Chic Salon,"3634B Georgia Ave NW Washington, DC 20010",,2027350091,,,,"3,8",46,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Hair Salons,Massage",yelp,,,,,,,,,,,,
,,,,,"Giron, Janneth","6410 Rockledge Dr Ste 600, Bethesda, MD 20817",,3015818030,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,"Jeffery Dean Kuykendall, LMT","1410 9th St NW Ste 1, Washington, DC 20001",,2024084858,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Skin Care,Reflexologies",yellowpages,,,,,,,,,,,,
,,,,,Logan 14 Aveda Lifestyle Spa,"1314 14th St NW, Washington, DC 20005",,2025066868,,"4,7",568,,,"3,8",279,1242,3133,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/Logan14AvedaLifestyleSalonSpa/,https://twitter.com/Logan14AvedaDC,https://www.linkedin.com/company/logan-14-llc,https://www.youtube.com/channel/UCWXOVxsDO4567em3lzYU-iw,https://www.instagram.com/logan14salonspa/,"Massage Therapists,Beauty Salons,Hair Stylists",yellowpages,,,,10-Feb,,,,,,,,
,,,,,Massage for Well Being - Elizabeth Sutherland,"8807 Plymouth St Ste 5 Silver Spring, MD 20901",,3015883278,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapy,yelp,,,,,,,,,,,,
,,,,,Top Therapy,"7633 Leesburg Pike Suite 200, Falls Church, VA 22043",,7033560253,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,Dansk Day Spa At Occoquan,"212 Commerce St, Alexandria, VA 22314",,7034921991,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Day Spas,Cosmetologists",yellowpages,,,,,,,,,,,,
,,,,,Organized Health,"2210 Mount Vernon Ave, Alexandria, VA 22301",,7032209882,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Day Spas",yellowpages,,,,,,,,,,,,
,,,,,Cheyenne Kettler Massage,"108 S Columbus St Ste 201, Alexandria, VA 22314",,7036226459,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,Massage Season,"30 Bureau Dr, Gaithersburg, MD 20878",,2402467936,,"3,9",55,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Massage Therapists,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,E Bennett Massage,"3603 Everton St, Silver Spring, MD 20906",,2024865637,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,M3 Massage,"3070 M St NW, Washington, DC 20007",,2023336151,,"4,6",67,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Day Spas,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,Siriwat Viriyapanic,"3543 W Braddock Rd, Alexandria, VA 22302",,7035781900,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,Alleviation Mobile Massage,"3401 Inverwood Ln, Bowie, MD 20721",,3016415421,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
